Category	Text
musica	Aterciopelados y La Gata Cirko en la programación online del Teatro Colsubsidio Música 20 oct. 2020 - 4:12 p. m. Por: Redacción Entretenimiento Las funciones pueden verse totalmente gratis el 23 y 24 de octubre en Teatro Al Aire. Las presentaciones de Aterciopelados y la Gata Cirko podrán verse sin ningún costo el 23 y 24 de octubre, respectivamente, por www.teatrocolsubsidio.com. Las presentaciones de Aterciopelados y la Gata Cirko podrán verse sin ningún costo el 23 y 24 de octubre, respectivamente, por www.teatrocolsubsidio.com. / Mauricio Alvarado El Teatro Colsubsidio presenta una nueva función de Teatro Al Aire, su opción cultural en streaming. Esta semana la oferta abre con Aterciopelados, la agrupación emblemática de la música alternativa colombiana que se presenta este viernes 23 de octubre a las 7:00 p.m. (Le recomendamos: Eureka 2020: esta es la programación del festival de cine universitario). Conformada por Andrea Echeverri y Héctor Buitrago, esta banda vigente y contradictoria que ha recorrido por más de 25 años la escena musical alternativa iberoamericana con historias de amor de novela de Corín Tellado, vértigos de rockstar, “artivismos” y otras peripecias. Este dúo ha construido una propuesta única, rebelde, que experimenta sonidos y representa la independencia alternativa, pues a través de sus canciones reclaman respeto por la naturaleza, reivindican la mujer, exaltan la diversidad y muestran a una mujer y un hombre con sus historias, sus luchas, sus visiones, sus luces y sus sombras. (Le puede interesar: Filarmed presenta canciones para el amor y el desamor). Los seguidores de Teatro Al Aire también podrán ver el sábado 24 de octubre a las 7:00 p.m. la obra “Santa Raquel de las Lágrimas” de La Gata Cirko, una de las mejores compañías de circo contemporáneo en Colombia. “Santa Raquel de las Lágrimas” es una historia de amor en un mundo de realismo mágico en tiempos de guerra, en la que un actor/clown interpreta a nueve personajes diferentes que interactúan para desenvolver esta trama poética y cómica, contada con el lenguaje del circo, la improvisación y el teatro físico. Gata Cirko explora diferentes áreas artísticas y la interacción del circo con otras artes escénicas como la danza y el teatro, mientras investiga el cuerpo en movimiento y brinda un espacio experimental de creación. Italian Songs en el podcast “Donde vives tus emociones” El miércoles 21 de octubre, el Teatro Colsubsidio vuelve a llevar a su público a un viaje a través de las canciones italianas más importantes de los años 60 y 70, de la mano de Italian Songs. Un proyecto conformado por cuatro grandes maestros italianos que se reúnen para interpretar, en versión jazz, temas de compositores, músicos y cantautores que marcaron la historia de la música de su país. El podcast del teatro brinda la oportunidad de volver a vivir aquel concierto en el que se tocaron desde una pieza de la película Kill Bill Vol. 1, pasando por composiciones del recientemente fallecido maestro de las bandas sonoras, Ennio Morricone, hasta clásicos mundiales como Volare.
musica	El Cartagena Festival de Música 2021, que sirve como abrebocas al encuentro que se llevará a cabo en enero de 2022, condensará su repertorio en mostrar los períodos de la historia de la ópera italiana (barroco, clasicismo, romanticismo temprano y romanticismo tardío). Primer acto: 24 de junio Seramide quiere quedarse con el trono. Es una mujer ambiciosa y sin muchos escrúpulos que ha resuelto deshacerse de todos los que se atraviesen en su propósito de autoproclamarse máxima autoridad asiria. Con la complicidad de su amante ha asesinado al rey Nino y se ha hecho al poder. Sin embargo, queda un cabo suelto: su hijo. El joven príncipe ha sobrevivido a los planes de su madre y regresa a Babilonia convertido en Arsase, el aguerrido comandante del ejército. Tiene planes de casarse y reclamar el trono que le corresponde por derecho. Seramide es un mito. El de una de las mejores gobernantes del reino de los asirios, la creadora de los famosos Jardines Colgantes de Babilonia, la responsable de un imperio y la que ascendió al cielo en forma de paloma después de conquistar Egipto. Pero Seramide, también, es una obra de teatro. Un drama escrito por Voltaire en 1746 para conmemorar el nacimiento del primer hijo de Louis, el delfín de Francia. Una tragedia clásica en la que una reina envenena a su esposo, se enamora de su propio hijo y, finalmente, encuentra su muerte. Y, sobre todo, Seramide es una ópera en dos actos compuesta por Gioachino Rossini, con libreto de Gaetano Rossi, que fue estrenada el 3 de febrero de 1823 en el teatro La Fenice de Venecia. Digo “sobre todo” porque entre el mito, el drama y la ópera, es esta última la que aún sobrevive en los escenarios y la que ha logrado inscribirse con más fuerza en la historia del arte occidental. Su obertura será lo primero que se escuche en la próxima edición del Cartagena Festival de Música 2021. El jueves 24 de julio, Colombia se enlazará con Italia en una transmisión en directo desde el teatro Comunale de Bolonia, con la que quedará oficialmente inaugurada la decimoquinta edición de este festival. Seis días dedicados a Il Bel Canto, del 30 de junio al 5 de julio. Segundo acto: 30 de junio al 5 julio “El de este año es un festival casi que ‘abrebocas’. Una versión reducida sobre la historia de la ópera italiana entre 1600 y 1900”, explicó Antonio Miscenà, director general del Cartagena Festival de Música. “El próximo año, 2022, es el recorrido con una versión dedicada a Rossini, en la que presentaremos, de la mano con el teatro Comunale de Bolonia, la producción completa de El barbero de Sevilla”. Por 15 años, el festival había cumplido una cita inamovible con Cartagena y su público: las primeras semanas de enero, Colombia hacía las veces de anfitrión y abría sus escenarios a una maratón de conciertos, conferencias y recitales de música clásica. Pero este año el mundo entero enfrentó uno de los mayores retos de su historia: una pandemia, un virus desconocido, el cierre de ciudades y el arte en pausa. O quizá sea más preciso decir el arte en coma, la música agonizando por la cancelación de espacios, la falta de recursos y una nueva dinámica social que le arrebató su valor más grande: ese romance sublime entre el artista y su público que tiene al performace en vivo como celestina. “Hemos decidido hacer lo posible e imposible para dar una señal de continuidad, de presencia, de solidaridad con los artistas, los técnicos y con el sector musical en general. En consecuencia, el festival se realizará del 30 de junio al 5 de julio de 2021, limitando la presente edición a seis días”, explica Miscenà. Los primeros cuatro estarán dedicados a recorrer los períodos de la historia de la ópera italiana -barroco, clasicismo, romanticismo temprano y romanticismo tardío- a través de sus arias y números más representativos. Tres momentos por cada jornada: una conversación con el musicólogo Giovanni Bietti en la mañana, un concierto de cámara al mediodía y un concierto con orquesta en la noche. Tercer acto: enero de 2022 Desde que Rosina quedó huérfana, el doctor Bartolo se ha convertido en su tutor. La protege, se hace cargo de su educación y asume sus gastos. En secreto, Bartolo planea casarse con ella. Pero Rosina es una mujer joven y pretendida por muchos otros hombres, entre ellos el conde de Almaviva, un noble sevillano que se disfraza de soldado para enamorarla sin levantar las sospechas del tutor. El barbero de Sevilla es una comedia escrita por el dramaturgo francés Pierre Augustin Caron de Beaumarchais, estrenada en 1775 como el primer momento de una trilogía de la que también forman parte Las bodas de Fígaro y La madre culpable. Pero sobre todo, El barbero de Sevilla es una de las óperas canónicas de la música italiana, una sucesión de equivocaciones cómicas compuesta por Gioacchino Rossini, con libreto de Cesare Romano, que fue estrenada el 20 de febrero de 1816, en el teatro Argentina de Roma. “Este recorrido por Il Bel Canto italiano cierra el año que viene, 2022, con la llegada de la Ópera de Bolonia y la presentación en vivo de El barbero de Sevilla”, explicó Antonio Miscenà a propósito del XV Cartagena Festival de Música. Serán seis solistas, tres colombianos y tres italianos; una orquesta, la de Bolonia, y un escenario, el de Cartagena, los que le devolverán a la música el eterno romance del artista y su público.
musica	El artista cierra el 2020 con el lanzamiento de su nuevo sencillo, en el que mezcla ritmos del hip hop y R&B. Redacción Entretenimiento Entretenimiento Con un “Manifiesto” a los sueños y un canto al agradecimiento, el artista colombiano Juan Palau presenta su nueva canción. En esta fusiona elementos del hip hop y R&B. MANIFIESTO - JUAN PALAU El sencillo es producido por F-ech. A través del video el artista hace una invitación a insistir y persistir por los objetivos trazados y a darle valor a las personas de tu alrededor. Así como también, a disfrutar del proceso teniendo presente que “no se vale por lo que se tiene, si no por lo que es la persona”, dice Juan Palau. (Le recomendamos: María Campos muestra su lado más profundo) La producción audiovisual del single se filmó en Bogotá. Se incluyó un concepto vintage, donde Juan Palau comparte sus sentimientos, vulnerabilidad y emociones. El cantautor continúa con el objetivo de acompañar y transformar vidas a través del arte y acompañar a una generación que se identifica con su discografía. “Manifiesto” se suma a los sencillos ya compartidos por el cantante y con la que planea cerrar este año. (Le recomendamos: Latin Grammy 2020: J Balvin, Camilo y Carlos Vives fueron los favoritos de la noche) Juan Sebastian Palau, más conocido como Juan Palau, es un cantante, compositor y actor colombiano. Recientemente, presentó el sencillo “Monólogo” con el que espera seguir disputándose nominaciones, como en el 2019 en los premios” Mi Gente”(mejor nuevo artista).
musica	Filarmed presenta canciones para el amor y el desamor Música 19 oct. 2020 - 9:52 p. m. Por: Redacción Entretenimiento Desde el 22 de octubre, y a través de las redes sociales de la Filarmónica de Medellín, las personas podrán recordar los grandes éxitos de las canciones pop y baladas de los años 60, 70 y 80. El acceso al concierto virtual, “Plancha Sinfónica”, es con boletería. El acceso al concierto virtual, “Plancha Sinfónica”, es con boletería. / Cortesía La música de plancha o romántica es la nueva apuesta de la Filarmónica de Medellín y Grupo Hangar. Ambos se unieron en un concierto para cantar y recordar los grandes éxitos de las canciones pop y baladas de los años 60, 70 y 80. Cantantes que inmortalizaron con sus letras como Nino Bravo, Daniela Romo, Amanda Miguel y Roberto Carlos. Además de las presentaciones de Yuri, Camilo Sexto, Ana Gabriel, Fausto y Myriam Hernández se podían disfrutar a través de programas como “El Show de las Estrellas” y “El Show de Jimmy”. (Le recomendamos: En formato cine presentarán musical sobre movimiento “Me Too”) “Mientras haya gente enamorada, existirá siempre la música romántica. Asociamos este género con el salón de belleza, con las amas de casa y la mesa de planchar, pero, seamos francos, todos vibramos con esas baladas enamoradas o despechadas que hacen parte de la banda sonora de nuestras vidas”, asegura Filarmed. Se contará con una programación musical diversa, que va desde el 22 hasta el 24 de octubre. La agenda inicia el jueves con una conversación sobre la música romántica y sus artistas; el viernes 23 de octubre el concierto “Arpa y compañía” con un repertorio de compositores latinoamericanos y europeos, y el sábado 24 de octubre el concierto “Plancha sinfónica”. Las personas podrán acceder a través de los canales oficiales de la Orquesta Filarmónica de Medellín. Entre estos se encuentran Facebook y YouTube, por donde realizarán en vivos. Para el cierre, la Orquesta Filarmónica de Medellín trae los éxitos de la balada romántica en español que ha marcado varias generaciones en un formato de banda, cantantes y orquesta. (Le puede interesar: Piel Camaleón: “Pong nos ha dado identidad”). Además de los integrantes de Filarmed, se contará con un colectivo de músicos de la ciudad con gran trayectoria en la música pop y romántica, entre ellos se encuentran los cantantes Juliana Bonett, Natalia Ramírez, Paula Olarte, José David Rivera y Samir Becerra. Además se suman Nicolás Guevara (batería), Santiago Vélez (bajo), Pedro Mejía (guitarra) y Juancho Lopera (piano).
musica	El compilado de 14 canciones cuenta con importantes éxitos y composiciones de grandes referentes del folclor colombiano como Eliseo Herrera, Calixto Ochoa y el mismo Alfredo Gutiérrez, entre otros. Redacción Entretenimiento Entretenimiento Alfredo Gutiérrez tiene un repertorio lleno de clásicos de la música colombiana y más de 100 álbumes publicados. Alfredo Gutiérrez tiene un repertorio lleno de clásicos de la música colombiana y más de 100 álbumes publicados. “El monstruo del acordeón”, cómo es conocido Alfredo Gutiérrez, presenta su nuevo trabajo discográfico: “El Champetú”. Una obra que reúne 14 canciones, entre las que incluye inéditas y otras ya conocidas, pero que añaden arreglos de la música caribeña y africana. El compilado de 14 canciones, que busca homenajear a la champeta, cuenta con importantes éxitos y composiciones de grandes referentes del folclor colombiano como Eliseo Herrera, Calixto Ochoa y el mismo Alfredo Gutiérrez, entre otros. Alfredo Gutiérrez - Sombrerito Panameño (Lyric Video) | El Champetú Con el fin de honrar el género de la champeta, Gutiérrez presenta esta producción que hace parte de la cultura colombiana. “Hace tiempo tenía pensado hacer algo de champeta y la idea de este disco es poder darle la importancia, y exposición a los sonidos tradicionales, a la champeta criolla, que tanto representa al caribe colombiano”, comenta Alfredo Gutiérrez. De este álbum se desprende el sencillo “Sombrerito Panameño”. Una composición de su autoría que escribió en la época de los “Corraleros de Majagual”. Ahora presenta una canción con sonidos propios de la champeta. (Le recomendamos: Alfredo Gutiérrez: el músico espectáculo). “Coloraíto como un ají” y “Candela” son los temas inéditos de este trabajo discográfico. Asimismo, los acompaña de éxitos como “Dámele Betún” de los Billos Caracas Boys, “La Burrita”, “Pájaro Picón Picón”, “El Dentista” y “La Cañaña”, entre muchos otros. Ya son 60 años que cumple Alfredo Gutiérrez de trayectoria artística. Durante este tiempo se ha convertido en una de las figuras legendarias del folclor vallenato. Es reconocido por ser tri-rey vallenato y una diversidad de estilos dentro de la música. Además, es considerado el último juglar vallenato, una leyenda viva de la música tropical y del acordeón. Canciones que incluye el disco: 1. La Adivinanza 2. La Enredadera 3. La Yerbita 4. Candela 5. El Calabacito 6. Sombrerito Panameño 7. Dámele Betún 8. Pájaro Picón Picón 9. Coloraíto Como Un Ají 10. Tanganazo 11. El Dentista 12. Del Tingo al Tango 13. La Cañaña 14. La Burrita
musica	Los Latin Billboards dan inicio a la primera gala en la era covid Música 19 oct. 2020 - 9:25 p. m. Por: Agencia EFE Artistas como Jennifer López, Maluma, Ozuna, Pitbull, Paulina Rubio, Pablo Alborán, Jesse y Joy, Wisin, Yandel y Luis Fonsi, entre otros, ya comenzaron a ensayar en el BB&T Center, lugar en el que se realizarán los premios que celebran lo mejor de la música latina. La gala se ha hecho desde 1994 de forma initerrumpida. La gala se ha hecho desde 1994 de forma initerrumpida. / Zayra Mo La celebración de la conferencia “Latin Music Week” y la ceremonia de entrega de los premios Latin Billboards han convertido a Florida, este lunes y durante el resto de la semana, en la capital mundial de habla hispana, concentrando a los principales exponentes de todos los géneros de la región por primera vez desde la llegada de la pandemia del coronavirus. Artistas como Jennifer López, Maluma, Ozuna, Pitbull, Paulina Rubio, Pablo Alborán, Jesse y Joy, Wisin, Yandel y Luis Fonsi ya comenzaron a ensayar en el BB&T Center, donde se celebrará la entrega de los premios Billboards a la música latina el miércoles, mientras que realizaban encuentros vía Zoom para dar inicio a la conferencia, considerada la más importante de la industria. (Le recomendamos: En formato cine presentarán musical sobre movimiento “Me Too”). Esta gala será la primera que tenga una alfombra roja formal desde que comenzó la pandemia de la covid-19 en marzo y arrasó con las entregas de premios de este tipo. “Regresar es súper necesario y me siento muy agradecido de estar aquí. De verdad se agradece mucho a esta producción maravillosa que haya organizado esto, pues es la única manera que tiene la gente de entretenerse y nosotros de enseñar nuestro trabajo”, afirmó el cantautor español Pablo Alborán. Ozuna, el artista con más nominaciones a los Latin Billboards, con 14, expresó su “felicidad” por poder estar entre colegas “a pesar de la pandemia”. El reguetonero puertorriqueño subrayó que tanto él como sus colegas estaban ensayando con mucha alegría y dispuestos “más que nunca a disfrutar el momento, porque estamos todos en una etapa de la vida en la que todo pende del hilo, con tantas cosas que están pasando, y hay que apreciar”. Ambos artistas se comunicaron con la prensa en una videollamada vía Zoom a la que tuvo acceso efe. Una conferencia histórica Cada año, antes de la transmisión por la cadena Telemundo de los Premios Billboard, se realiza la “Latin Music Week” o Semana de la Música Latina, aprovechando la presencia de los artistas, productores y compositores que viajaban para asistir a la ceremonia de entrega de los premios. Las medidas de confinamiento obligaron a postergar ambos eventos, que originalmente estaba previsto que se celebrasen en abril pasado en la ciudad de Las Vegas. (Le puede interesar: Piel Camaleón: “Pong nos ha dado identidad”). Pero todo cambió con la llegada del coronavirus, y, aunque los premios son en persona y se transmitirán en vivo desde Miami, la conferencia será digital, lo que ha permitido la participación de una mayor diversidad de artistas. La primera charla, que se realizará el martes en la mañana, lleva el nombre de “Música, autos y películas” y contará con la participación del reguetonero puertorriqueño Anuel AA y el artista estadounidense Jamie Foxx. Durante la jornada también se revelarán las cifras y tendencias más recientes del consumo de la música latina a nivel mundial. Otras celebridades que participarán en la conferencia son Rosalía, Nicky Jam, Carlos Vives, Camilo, J Balvin, Becky G, Los Tigres del Norte, Tainy, el artista estadounidense Pharrell Williams y el director de orquesta venezolano Gustavo Dudamel. Además, darán mini recitales Natalia Jiménez, Camilo, Llane y habrá dos segmentos dedicados a artistas españoles noveles como Víctor Pérez, Leyvan, Eli Rosex, JuanFran, Bandaga y Hozwal. En la puerta principal del BB&T Center, situado en Sunrise, una ciudad dormitorio de Miami, se ha levantado un centro de pruebas para detectar contagios de la covid-19. Las credenciales de acceso tienen una pegatina que es escaneada para confirmar quién tiene autorización para entrar al lugar cada día, mientras que las máscaras son exigidas y la separación de dos metros entre las personas es vigilada. En el centro del recinto se han levantado cuatro escenarios y se ha desarrollado una gran logística para evitar que haya personas acumuladas y evitar todos los riesgos posibles de contagio del coronavirus. “Las medidas de seguridad sanitaria han sido impresionantes”, indicó Wisin durante su paso en el área designada para entrevistas. (Lea: Compañía de Danza del Teatro Mayor se une al programa “Bogotá a Cielo Abierto”). Antes de que comience la entrega de los premios, los artistas desfilarán por una alfombra roja que, en esta oportunidad, es mucho más ancha que larga, para permitir distancia entre los artistas y los once equipos de prensa que han sido autorizados.
musica	El artista, que hizo parte del dúo Skinny Happy y de Trapical Minds, comienza su proyecto en solitario con una canción que revela su relación amorosa. Redacción Entretenimiento Entretenimiento El artista, músico y compositor colombiano Skinny Man, exmiembro del dúo Skinny Happy y el colectivo musical Trapical Minds, acaba de lanzar su proyecto como solista con el sencillo “Fría”. Esta es una canción muy íntima en la que se expresan varios sentimientos y nace de momentos difíciles por los que Skinny pasó durante su relación amorosa en los últimos meses. (Le recomendamos: Marta Gómez, entre la canción y la palabra). Este sencillo, en el que se utiliza el piano como único instrumento generando un gran protagonismo de la voz de este artista, fue producido por Skinny Man junto a Beto Urieles, un reconocido músico y productor colombiano. “Fría” viene acompañada de un videoclip, que también fue idea original del artista y fue desarrollada por Ave Mercury, una productora que ha realizado trabajos para grandes y reconocidos artistas como Morat, Greeicy, Nach y Trapical Minds. Este video se realizó bajo la dirección de Andrés Felipe Scaramouche y la postproducción de Diego Gaviria Nieto. Skinny Man es el proyecto en solitario de Santiago Delgado, un artista, músico y compositor colombiano nacido en Bogotá en 1988. Desde muy joven, por influencias de su padre (músico empírico) demostró una gran pasión por la música, razón principal por la que se ha dedicado a esta a lo largo de su vida. Santiago formó parte del dúo Skinny Happy junto a Camilo Vásquez por más de 10 años, en los que consiguieron logros importantes como: hacer una canción con Juanes, El Golden Disco de “My Birthday” (Skinny Happy, Lalo Ebratt, Yera y Trapical Minds) y Tour of Spain en 2019, Movistar Arena en Argentina junto a Sebastian Yatra, entre otros. (Le puede interesar: The Vue presenta “Me escondí”, su segundo sencillo). En 2017, se unieron a Lalo Ebratt y Yera para formar Trapical Minds, un colectivo musical que sigue siendo un proyecto alternativo de gran reconocimiento internacional. Junto a Trapical Minds, logró importantes recompensas como Triple Gold Disco sobre “Mocca”, Triple Golden Disco de “Borracha”, remix de “Mocca” junto a J Balvin, acto de apertura Arcoiris Tour de J Balvin y nominación Heat Revelation Heat Awards. En este 2021 Skinny Man lanza su carrera como solista, trabajando con géneros urbanos como el trap, el reguetón, el latin pop y el pop urbano.
musica	El grupo es liderado por Ana Veydó Cimarrón le dedica a su fundador un canto y una postal Música 19 oct. 2020 - 9:00 p. m. Por: Juan Carlos Piedrahíta B. La agrupación, una de las más reconocidas en la interpretación del joropo en el ámbito internacional, le rinde tributo al músico Carlos “Cuco” Rojas a través de una pieza audiovisual grabada en escenarios naturales bañados por el río Meta. Cimarrón incluyó músicos y bailarines para grabar el homenaje a Carlos “Cuco” Rojas. / Archivo Particular Cimarrón incluyó músicos y bailarines para grabar el homenaje a Carlos “Cuco” Rojas. / Archivo Particular Cimarrón es el embajador del Llano colombiano. Es la manifestación del joropo en su versión esencial, pero también es la innovación en la música. Es la prueba de que esa sabana inmensa, verde y ganadera tiene un sonido propio, bien distinto a las canciones con arpa diseñadas para conquistar los oídos de los incautos. Y aunque la expresión “Cimarrón” poco tiene que ver con una definición de esta índole, pues en lenguaje llanero traduce toro salvaje o res que no ha sido domesticada, la propuesta artística de esta agrupación es la evidencia de que los aires de los Llanos Orientales en Colombia tienen los decibeles suficientes para emprender la conquista del mundo. La muy aplaudida participación de Cimarrón en la feria itinerante de Womex hace unos años, su nominación a los Premios Grammy americanos en la categoría de Mejor álbum en la denominada Música del mundo con su disco Sí soy llanero, así como sus intervenciones en eventos culturales en los cinco continentes, demuestran que la agrupación fundada por el arpista Carlos Cuco Rojas, quien murió en enero de 2020, y la cantante Ana Veydó es una de las exponentes de mayor reconocimiento de los estilos sonoros arropados por las vertientes del río Orinoco. Cimarrón nació como un laboratorio de investigación a mediados de la década del 80. Su objeto de estudio siempre ha sido la música de los Llanos Orientales, que desdibujan aún más las fronteras existentes entre Colombia y Venezuela, y por eso durante esa primera etapa el grupo publicó un disco en compañía del compositor y cantante Javier Manchego. A partir de 2000, con la llegada de la vocalista Ana Veydó, algunos intereses del colectivo se modificaron, pero se mantuvo intacta la raíz. Hoy, la agrupación Cimarrón le rinde un homenaje a su fundador, el compositor, productor y arpista Carlos Cuco Rojas, y lo hace estampando para la posteridad una rúbrica que tiene tanto de visual como de auditivo. Los integrantes del colectivo, bailarines y músicos por igual, se tomaron la sabana llanera, así como la orilla del imponente río Meta, para lograr un registro en el que la naturaleza fue su testigo más oportuno. “Esta pieza que entregamos es una hazaña desde lo visual y lo sonoro. Nos fuimos a cantar sobre el río Meta y desde allá tocamos en vivo, rodeados por la riqueza natural del Llano en invierno: los cuerpos de agua, el viento, el cantar de las aves, todo lo que rodea la cotidianidad del grupo Cimarrón quedó allí plasmado”, relató Ana Veydó, quien dice que este concierto fue la segunda parte de un tributo a Carlos Cuco Rojas, que empezó con una gira de 15 conciertos por el Reino Unido junto a la arpista galesa Catrin Finch. Rojas siempre conjugó los verbos en futuro y cada vez que tenía la oportunidad hablaba de lo que vendría para el grupo sin hacer tanta referencia a lo ya conseguido. Sus compañeros en gestas musicales, hoy liderados por Ana Veydó, entendieron la instrucción y por eso siguen trabajando, componiendo y girando para que el acelere de la cotidianidad no diluya la tonada de este grupo Cimarrón, embajador del Llano colombiano.
musica	La artista estadounidense sorprendió con la noticia del relanzamiento de su álbum de 2012. El disco incluirá 30 canciones y uno de los sencillos durará 10 minutos. Redacción Entretenimiento Entretenimiento Taylor Swift sorprendió a sus fans este viernes con el anuncio por redes sociales del lanzamiento de “Red”, un disco de 2012. Agencia EFE Taylor Swift sorprendió a sus seguidores con la noticia de un estreno de la nueva versión de “Red”, un disco que promete ser largo, ya que tendría 30 canciones, entre las que incluirá algunas inéditas. El álbum estará listo para la venta el 19 de noviembre y uno de los sencillos durará 10 minutos. “Red” fue inicialmente lanzado en 2012 y se convirtió en el cuarto álbum de estudio de la cantante y compositora estadounidense. El disco se destacó porque la mayoría de las canciones fueron compuestas en solitario; sin embargo, contó con la colaboración de los compositores Dan Wilson, Max Martin, Shellback, Liz Rose, Jacknife Lee, Gary Lightbody, Ed Sheeran, entre otros. La artista dijo en sus redes sociales lo siguiente: “Musicalmente y líricamente, Red es parecido a una persona con el corazón roto. Estaba por todo el lugar, un mosaico fracturado de sentimientos que de alguna manera encajaban al final. Feliz, libre, confundido, solitario, devastado, eufórico, salvaje y torturado por los recuerdos del pasado. Entré al estudio y experimenté con diferentes sonidos y colaboradores”. “Este proceso ha sido más lleno de satisfacción y emocional de lo que hubiese imaginado y me ha dado más determinación para regrabar toda mi música”, había asegurado la cantante de 31 años en un comunicado que también fue publicado en sus redes sociales. Taylor Swift - Red “Los artistas deberían ser dueños de su propio trabajo por muchas razones, pero la más obvia es que el artista es el único que conoce el conjunto de su obra”, explicó la cantante. Aunque, Taylor Swift ya había anunciado en febrero que iba a grabar nuevas versiones de las canciones de su álbum “Fearless” y de toda su discografía pasada, ya que perdió los derechos de su discografía, muy pocos imaginaron que el primero en incluir sería “Red”.
musica	Raúl Malo y The Mavericks le hacen un homenaje a la cultura latina “En español” Música 16 oct. 2020 - 9:00 p. m. Por: María Angélica Hernández Cárcamo El líder y vocalista de The Mavericks cuenta por qué, por primera vez en 30 años de historia de la agrupación musical, decidió lanzar un álbum completamente en español. Espera que con este trabajo, el público entienda su amor y relación con Latinoamérica. Paul Deakin (batería), Eddie Pérez (guitarra), Jerry Dale McFadden (piano) y Raúl Malo (vocalista) son los integrantes de The Mavericks. / Cortesía: The Mavericks Paul Deakin (batería), Eddie Pérez (guitarra), Jerry Dale McFadden (piano) y Raúl Malo (vocalista) son los integrantes de The Mavericks. / Cortesía: The Mavericks A inicios de los años 90, bajo las influencias del country, el rock y los ritmos latinos, nació The Mavericks, una de las agrupaciones con más importancia en Estados Unidos, cuya trayectoria musical se podría resumir en sus tres premios de la Academia de Música Country, un Grammy y más de diez álbumes de estudio. La banda estadounidense, conformada actualmente por Raúl Malo (vocalista), Eddie Pérez (guitarra), Jerry Dale McFadden (piano) y Paul Deakin (batería), empezó a incursionar en todos los géneros hasta encontrar su propio sello. Sus letras, que reflejan la vida de la mayoría de sus integrantes y son una evocación al pasado, han conectado a miles de personas en el planeta. Por eso ahora, y con el objetivo de convertirse en un puente de comunicación para el público en medio de la pandemia, The Mavericks lanzó En español, su primer álbum, que, como el título lo indica, está compuesto por doce canciones en español; algunas originales y otras versiones especiales de algunos clásicos como No vale la pena (Juan Gabriel), Me olvidé de vivir (Julio Iglesias) y Sabor a mí (Los Panchos). Según el líder y vocalista de la banda, Raúl Malo, la idea de este álbum venía desarrollándose desde “hace rato”, pero a inicios de este año, y después de “estar bien maduritos para decidir qué hacer con nuestra música”, optaron por lanzarlo definitivamente. “La mayoría de las canciones del álbum las escogimos porque, de algún modo u otro, tenían una relación con la historia nuestra. También, aquí hicimos un homenaje a esos artistas con los que crecimos y aún escuchamos después de tanto tiempo”, dijo el cubano Raúl Malo, quien resaltó que uno de los temas más difíciles fue La sitiera porque era el abrebocas para el público. Son doce canciones que hacen un recorrido por Latinoamérica, región muy cercana para los integrantes de la banda, pero que nunca se habían atrevido a explorar por miedo, respeto y falta de tiempo. Querían que su primer trabajo en español (aún se desconoce si será el único) fuera un homenaje a sus raíces latinas. “Para mí, la música siempre inspira, nos une y nos ayuda a pasar el tiempo para no estar aislados. Aunque este disco no tenga ningún mensaje político, me parece una idea bellísima sacarlo en estos tiempos teniendo en cuenta todo lo que se ha dicho en contra de los latinos inmigrantes, es una originalidad”, afirmó Malo. El músico, hijo de padres cubanos, que creció en una casa llena de sonidos, espera que En español se convierta en un apoyo en esta crisis para las personas y que, asimismo, les ayude a recordar los momentos buenos del pasado y todo “aquello que nos hacía felices y ahora no podemos hacer”.
musica	La canción fue escrita por la artista junto a Pablo Martin y producida por The Swaggernautz, Pablo Valda y Pablo Martin. Es una de las canciones que formará parte de su próxima producción discográfica, que se lanzará el próximo año. Redacción Entretenimiento Entretenimiento El video de "Mía" fue grabado en España bajo la dirección de Santiago Salviche. El video de "Mía" fue grabado en España bajo la dirección de Santiago Salviche. Cortesía La artista mexicana Danna Paola le da hoy la bienvenida a una nueva faceta con el lanzamiento de su nuevo sencillo y video “Mía”; dejando atrás el desamor y los corazones rotos reflejados en su álbum K.O., para así darle paso a una Danna Paola totalmente feliz, enamorada de la vida y renovada, que destila empoderamiento. Le puede interesar: “Mi Viejo” de Mati Gómez, recoge los consejos de su papá sobre un amor enfermizo En este sencillo, se muestra ante los fans con un beat que va en crescendo con cada lanzamiento. La canción ya se encuentra disponible en todas las plataformas de música. Danna Paola - MÍA ”Mi música siempre ha reflejado mi sentir y estoy muy feliz de poder compartir con mis fans mi nueva canción, que representa para mí un renacimiento y una nueva yo, por eso la llamé “Mía”, y lo que en verdad deseo es que la disfruten, sientan el beat al bailarla y se identifiquen con ella tanto como yo…Welcome to the new me”, expresó Danna Paola. Le puede interesar: Taylor Swift lanza nueva versión de “Red” Cabe destacar que la canción fue escrita por Danna Paola junto a Pablo Martin y producida por The Swaggernautz, Pablo Valda y Pablo Martin. Es una de las canciones que formará parte de su próxima producción discográfica, la cual se lanzará el próximo año. El video fue grabado en España bajo la dirección de Santiago Salviche, donde se puede visualizar a Danna Paola con una actitud de empoderamiento en donde se destacan efectos y detalles en colores neón que representan un renacimiento después del lanzamiento de K.O. y transmite la felicidad de la artista que deja el pasado atrás así como el desamor para disfrutar la vida y el ahora, relatando el video como el inicio de una nueva faceta que tendrá continuación.
